jp,fr,occurrences,has_var,en_hint
"闇商人が取引に利用する黒い
貨幣。常に定額販売されるが
一般価値はゼロ。通称：ブツ",,1,yes,"Black coins used for trading
by black merchants. It is always sold at a fixed price,
but its general value is zero. Common name: Butsu"
"肌触りも良く、吸収性も高い
白い布地。ジャンルを問わず、
いろいろな服に利用が可能。",,1,yes,"A white fabric soft to the touch
and highly absorbent. It can be used
for various clothes regardless of sex genre."
"服と相性の良いアクセサリー
を作るのに必要な素材。軽く
てキレイな仕上がりになる。",,1,yes,"Material used to make accessories
that combines with clothes. The
finishing is bright and beautiful."
"規則正しい縞模様に織られた
布地。他の布地と合わせるこ
とで、色が替えられる。",,1,,"Made in a regular striped pattern.
The color can be changed
by combining it with other fabrics."
"深い緑をした布地。祭に参加
した者でないと作ってもらえ
ない、こだわりの限定品。",,1,,"A deep green fabric. Very special and
limited edition only made for those
who participated in the festival."
"特殊な技法により、布地をフワ
フワのモフモフにする。
爆発で行っているとの噂が。",,1,yes,"Made by a special technique to
make fabrics fluffy and fuzzy.
Rumored to be explosion crafted."
"ツルツルとした肌触りで、質
の高さもうなずける黒い布地。
主に特別な服に使用される。",,1,yes,"A black fabric with a smooth
texture and a nod to quality.
Mainly used for special clothing."
"明るめの青い布地。伸縮性に
優れ、サイズに多少無理が
あっても、着れる服が作れる。",,1,yes,"Bright blue fabric. It has excellent
elasticity and can be used to make clothes
that can be worn even if the size is a little too large."
"優しい桃色をした布地。簡単
な必要素材ではないが、幅広い
年齢層から支持のある布地。",,1,,"Gentle peach colored fabric.
Hardly required, but a fabric
supported by people of all ages."
"猟団クエストで、追加依頼の
受注を行い、達成した証。
総合ショップで使えば…。",,1,yes,"Proof of having received and
accomplished an additional Guild
Quest. Use it at the General Store..."
"溶岩竜の身を覆う紅の甲殻。
良質の鉱物を含む鎧は灼熱の
熱気を放つ。",,1,,"Shell from Red Volganos.
It contains high-quality minerals
that radiates scorching heat."
"紅溶岩竜の牙。
灼熱のマグマに耐えうる強度を
持つ牙はあらゆるモノを砕く。",,1,yes,"Red Volganos Fang. It is
strong enough to withstand the
scorching magma and crush everything."
"紅溶岩竜のヒレ。
加工せずとも刃のような鋭さが
あり武器の素材として人気。",,1,yes,"Red Volganos Fin. It has a
natural sharpness like a blade and
is commonly used for weapons."
"希少な鉱物を含んだ紅溶岩竜の
堅殻。未だ灼熱の熱気を放ち、
近づく者の身を焦がす。",,1,,"Red Volganos Carapace containing
rare minerals. It still radiates a searing heat
that scorches those who approach it."
"紅溶岩竜の鋭い牙。
鋭く強硬な牙は飛竜の外殻でさ
えも風穴を穿つ。",,1,,"Red Volganos sharper fang.
The sharp and hard fang can pierce
even the outer shell of a Flying Wyvern."
"繁殖期の眠鳥が描かれた生成券
生成参考書として使えば、生成
物に彩りを加えられる。",,1,,"Used to depict Breeding Season
Hypnoc color and applying it to
the product."
"クリスマス限定クエストで
もらった謎のカード。
メリークリスマス！",,1,yes,"Mysterious card got from a
Christmas Quest.
Merry Christmas!"
"棘竜の体表を覆う鱗。
戦いの証である傷も見られるが
硬度は他の比ではない。",,1,,"Escales covering the body of
Espinas. Scars as signs of battle are
seen, but the hardness is unmatched."
"異常な程の硬度を誇る
棘竜の甲殻。歴戦の覇者の鎧を
砕くのは容易ではない。",,1,,"Extraordinary hard carapace of
Espinas. It's hard to pierce
through it."
"棘竜の鎧であり剣でもある棘。
猛毒の仕込まれたそれは、
触れることさえも躊躇う一品。",,1,,"Espinas Spike acting like its
armor and weapon. It is so poisonous
that hunters hesitates to touch it."
"棘竜から剥ぎ取られた頭。
未だその覇気は失われず、
圧倒的な存在感を放っている。",,1,,"A carved portion of Espinas Skull.
Its dominance was not lost and
has an overwhelming presence."
"棘竜の尻尾。
無数の棘が残るそれにはあらゆ
るものを死に誘う毒が残る。",,1,,"Espinas Tail. Countless thorns
remain on it, leaving a venom
that can kill anything."
"棘竜の体内で精製された玉石。
持ち主の怒気を映したかのよ
うに鮮やかな紅を放つ。",,1,,"Espinas Ruby extract from its
body. It emits a brilliant red color,
as if reflecting Espinas anger."
"棘竜の象徴である角。
死の瘴気が漂うそれは加工する
ことも困難を極める一品。",,1,,"The horn, symbol of Espinas.
It is one of the most difficult items
to process, as it is filled with a miasma of death."
"棘茶竜の体表を覆う鱗。
経年で硬質化した角質が幾重も
巻き、樹木の年輪を想わせる。",,1,,"Scales covering the body of
Brown Espinas. The horny surface of hardened
keratin is coiled in layers, reminding one of the annual rings of a tree."
"削れても割れることを知らない
粘りのある棘茶竜の甲殻。
深い色合いが古木を想わせる。",,1,,"Brown Espinas Carapace that
won't break even when scraped.
The deep hue reminds one of an ancient tree."
"全ての存在を拒む棘茶竜の棘。
甲殻や鱗の深い茶色と相まって
厳しさ際立つ一品。",,1,,"Brown Espinas Spike that rejects
all existence. The deep brown color of
the shell and scales, combined with the harshness of this item, makes it stand out."
"渾身の力漲る棘茶竜の頭殻。
迫り来る迫力は、頭殻のみと
なっても衰えていない。",,1,,"A carved portion of Brown Espinas
skull filled with its power. Its latent
power is present even when only this part remains."
"棘茶竜の尻尾。
一尾から取れる毒は、千頭の
ランポスの致死量に匹敵する。",,1,yes,"Brown Espinas Tail. The amount of
venom that can be extracted from
a single tail is equivalent to of a thousand Velocipreys."
"血色を帯びて紅の輝きを放つ
棘茶竜の玉石。
古木の心臓とも比喩される。",,1,,"Brown Espinas Ruby with a
blood-colored and red glow.
It is also called as the heart of an old tree."
"ハンター達には角と呼ばれる
棘茶竜の主棘。
尾よりも強い毒を持つ。",,1,yes,"The main thorn of the Brown
Espinas, called of Horn by the
hunters. It is more poisonous than the tail."
"腐食効果をもたらす元となる
比重の重い棘茶竜の酸。
腐食加工用として用いられる。",,1,,"Brown Espinas Acid with heavy
specific gravity, source of the
corrosive effect. Used for corrosion processing."
"鎌蟹にも劣らぬ鋭さを備える
尾晶蠍の尖爪。
無機質で不気味な光沢を放つ。",,1,,"As sharp as a Ceanataur's
claw. Has an inorganic glow
that's rather unsettling."
"鉱石すら問題にしない咀嚼力
を持つ尾晶蠍の大顎。
食物摂取にのみ使われる器官。",,1,,"An Vashimu's huge jaw.
Capable of crunching ore,
but only used for eating."
"強靭な尾晶蠍の尾。広い可動
域と柔軟性を持ち、容赦ない
殴打で、目標を叩き砕く。",,1,,"Supple, and can move over a
wide area. It mercilessly
swats enemies away."
"飲むとスタミナが回復する。
「Ｎ」印の特製ドリンク。",,1,yes,"Restoures Stamina.
A special item marked with ""N""."
"希少な眠鳥から剥ぎとられた
上質な白い毛。
蒼みがあり非常に美しい。",,1,,"Rare white hair carved from
a Hypnocatrice. Its blue
tint is extremely beautiful."
"光加減で銀色に見える尾羽根。
装飾用品として珍重される。
高貴なご婦人も垂涎の品。",,1,,"Sparkling silver tail
feather prized as a
decoration. Ladies love 'em."
"冷ややかな鋭さを感じさせる
白金のごときクチバシ。
極上の眠りを吐き出す。",,1,yes,"Ice-cold and razor-sharp,
this beak looks like silver.
Puts enemies to sleep."
"プーギーの虫除け器の生産方法
が記された紙。メゼポルタの家
具屋に持って行こう！",,1,yes,"Explains how to make a 
Poogie insect scarer. Take
it to the Furniture Store!"
"戯曲の面の生産方法が記され
た紙。ドンドルマの工房で好
きな色を選んで生産しよう！",,1,yes,"Instructions for creating
masques. Take them
to the Smithy in Dondruma!"
"ストレガエッジの生産方法が
記された紙。ドンドルマの工
房に持って行こう！",,1,yes,"Instructions for creating a
Witch Edge. Take them to
the Smithy in Dondruma!"
"古びた石の塊に見えるが、
普通の石とは違う硬さと重さ
を備える。",,1,,"Looks like a lump of old
rock, but differs in size
and weight to normal stone."
"アクラ・ヴァシムから零れ落
ちた結晶のカケラ。",,1,yes,
"甲殻種が生成する生体鉱物。
装飾用途に頻用傾向がある。
{c05}（旧称：甲殻種の晶石貤）",,1,,"An ore made by Carapaceons.
Often used as a decoration.
{c05}(Formerly: Carapaceolite I)"
"甲殻種が生成する生体鉱物。
装飾用途に頻用傾向がある。
{c05}（旧称：甲殻種の晶石賖）",,1,,"An ore made by Carapaceons.
Often used as a decoration.
{c05}(Formerly: Carapaceolite II)"
"甲殻種が生成する生体鉱物。
装飾用途に頻用傾向がある。
{c05}（旧称：甲殻種の晶石賕）",,1,,"An ore made by Carapaceons.
Often used as a decoration.
{c05}(Formerly:Carapaceolite III)"
"教官からの試練を乗り越えた
狩人に贈られる達成の証。",,1,,
"お守りのような形をした袋。
なかには、何か光るものが入
っているような気がする。",,1,,"An amulet-shaped pouch.
There seems to be something
glowing inside."
"お守りのような形をした袋。
なかには、何か暖かいものが
入っているような気がする。",,1,,"An amulet-shaped pouch.
There seems to be something
warm inside."
"お守りのような形をした袋。
何かかけがえのないものが入
っているような気がする。",,1,,"An amulet-shaped pouch.
Its contents feel absolutely
priceless."
"ある熟練ハンターの、家族や
仲間に対する思慕の念。命を
賭してでも守り抜く心意気。",,1,yes,"A skilled hunter's yearning for
his family and friends. The spirit to
protect and defend them even at the risk of his life."
"その腕ひとつで荒波のような
現世を渡り歩く、ある男の意
地。己の進む道を切り拓く。",,1,,"The soul of a wandering man.
Opens up new paths for
you to follow."
"仁義を貫き通し、己の道をひ
たすらに突き進む信念を持つ
者の証。燃えるように熱い。",,1,,"Symbol of a burning desire
to enforce justice and
pursue one's convictions."
"珍しい鉱石で作られた、
表面に「Ｎ」と刻まれている
黒色のメダル。",,1,yes,"Black Medal made of a rare
ore with ""N"" iscribed on its surface."
"珍しい鉱石で作られた、
表面に「Ｎ」と刻まれている
白色のメダル。",,1,yes,"White Medal made of a rare
ore with ""N"" iscribed on its surface."
"珍しい鉱石で作られた、
表面に「Ｎ」と刻まれている
灰色のメダル。",,1,yes,"Gray Medal made of a rare
ore with ""N"" iscribed on its surface."
"飽く事なく技を鍛え上げる匠
に宿る根性。一度こうと決め
たら、音をあげることはない。",,1,,"Allows one to work
tirelessly on their craft
and to never give up."
