index,source,target
2618,コバルタFYガード,Gardes Kobaruta FY
2619,コバルタHCガード,Gardes Kobaruta HC
2620,ドグメアアーム,Brassards Dogumea
2621,ドグメアＦアーム,Brassards Dogumea F
2622,ドグメアFYアーム,Brassards Dogumea FY
2623,ドグメアHCアーム,Brassards Dogumea HC
2624,ドグメアガード,Gardes Dogumea
2625,ドグメアＦガード,Gardes Dogumea F
2626,ドグメアFYガード,Gardes Dogumea FY
2627,ドグメアHCガード,Gardes Dogumea HC
2628,マダルアーム,Brassards Madaru
2629,マダルＦアーム,Brassards Madaru F
2630,マダルFYアーム,Brassards Madaru FY
2631,マダルHCアーム,Brassards Madaru HC
2632,マダルガード,Gardes Madaru
2633,マダルＦガード,Gardes Madaru F
2634,マダルFYガード,Gardes Madaru FY
2635,マダルHCガード,Gardes Madaru HC
2636,ディールHCアーム,Brassards Diru HC
2637,ディールHCガード,Gardes Diru HC
2638,ヴィネンFYアーム,Brassards Vinen FY
2639,ヴィネンHCアーム,Brassards Vinen HC
2640,ヴィネンFYガード,Gardes Vinen FY
2641,ヴィネンHCガード,Gardes Vinen HC
2642,ブレオFYアーム,Brassards Breo FY
2643,ブレオHCアーム,Brassards Breo HC
2644,カカブＦアーム,Brassards Kakabu F
2645,カカブFYアーム,Brassards Kakabu FY
2646,カカブHCアーム,Brassards Kakabu HC
2647,カカブＦガード,Gardes Kakabu F
2648,カカブFYガード,Gardes Kakabu FY
2649,カカブHCガード,Gardes Kakabu HC
2650,ゴスペルFYアーム,
2651,ゴスペルHCアーム,
2652,ゴスペルFYガード,
2653,ゴスペルHCガード,
2654,ゾデックアーム・青,Brassards Zodec bleus
2655,ゾデックＦアーム・青,Brassards Zodec F bleus
2656,ゾデックFZアーム・青,Brassards Zodec FZ bleus
2657,ゾデックガード・青,Gardes Zodec bleues
2658,ゾデックＦガード・青,Gardes Zodec F bleues
2659,ゾデックFZガード・青,Gardes Zodec FZ bleues
2660,ゾデックアーム・茶,Brassards Zodec bruns
2661,ゾデックＦアーム・茶,Brassards Zodec F bruns
2662,ゾデックFZアーム・茶,Brassards Zodec FZ bruns
2663,ゾデックガード・茶,Gardes Zodec brunes
2664,ゾデックＦガード・茶,Gardes Zodec F brunes
2665,ゾデックFZガード・茶,Gardes Zodec FZ brunes
2666,ゾデックアーム・緑,Brassards Zodec verts
2667,ゾデックＦアーム・緑,Brassards Zodec F verts
2668,ゾデックFZアーム・緑,Brassards Zodec FZ verts
2669,ゾデックガード・緑,Gardes Zodec vertes
2670,ゾデックＦガード・緑,Gardes Zodec F vertes
2671,ゾデックFZガード・緑,Gardes Zodec FZ vertes
2672,ゾデックアーム・桜,
2673,ゾデックＦアーム・桜,
2674,ゾデックFZアーム・桜,
2675,ゾデックガード・桜,
2676,ゾデックＦガード・桜,
2677,ゾデックFZガード・桜,
2678,レイストアーム・黒,Brassards Reist noirs
2679,レイストＦアーム・黒,Brassards Reist F noirs
2680,レイストFZアーム・黒,Brassards Reist FZ noirs
2681,レイストHCアーム・黒,Brassards Reist HC noirs
2682,レイストガード・黒,Gardes Reist noires
2683,レイストＦガード・黒,Gardes Reist F noires
2684,レイストFZガード・黒,Gardes Reist FZ noires
2685,レイストHCガード・黒,Gardes Reist HC noires
2686,レイストアーム・青,Brassards Reist bleus
2687,レイストＦアーム・青,Brassards Reist F bleus
2688,レイストFZアーム・青,Brassards Reist FZ bleus
2689,レイストHCアーム・青,Brassards Reist HC bleus
2690,レイストガード・青,Gardes Reist bleues
2691,レイストＦガード・青,Gardes Reist F bleues
2692,レイストFZガード・青,Gardes Reist FZ bleues
2693,レイストHCガード・青,Gardes Reist HC bleues
2694,レイストアーム・紅,Brassards Reist cramoisis
2695,レイストＦアーム・紅,Brassards Reist F cramoisis
2696,レイストFZアーム・紅,Brassards Reist FZ cramoisis
2697,レイストHCアーム・紅,Brassards Reist HC cramoisis
2698,レイストガード・紅,Gardes Reist cramoisies
2699,レイストＦガード・紅,Gardes Reist F cramoisies
2700,レイストFZガード・紅,Gardes Reist FZ cramoisies
2701,レイストHCガード・紅,Gardes Reist HC cramoisies
2702,レイストアーム・白,Brassards Reist blancs
2703,レイストＦアーム・白,Brassards Reist F blancs
2704,レイストFZアーム・白,Brassards Reist FZ blancs
2705,レイストHCアーム・白,Brassards Reist HC blancs
2706,レイストガード・白,Gardes Reist blanches
2707,レイストＦガード・白,Gardes Reist F blanches
2708,レイストFZガード・白,Gardes Reist FZ blanches
2709,レイストHCガード・白,Gardes Reist HC blanches
2710,ラトリアアーム,Brassards Latria
2711,ラトリアＦアーム,Brassards Latria F
2712,ラトリアFZアーム,Brassards Latria FZ
2713,ラトリアガード,Gardes Latria
2714,ラトリアＦガード,Gardes Latria F
2715,ラトリアFZガード,Gardes Latria FZ
2716,ケモルアーム,Brassards Kemor
2717,ケモルＦアーム,Brassards Kemor F
2718,ケモルFZアーム,Brassards Kemor FZ
2719,ケモルガード,Gardes Kemor
2720,ケモルＦガード,Gardes Kemor F
2721,ケモルFZガード,Gardes Kemor FZ
2722,ダミー,
2723,ダミー,
2724,剣士ランク１,
2725,剣士ランク２,
2726,剣士ランク３,
2727,剣士ランク４,
2728,剣士ランク５,
2729,剣士ランク６,
2730,剣士ランク７,
2731,ガンランク１,
2732,ガンランク２,
2733,ガンランク３,
2734,ガンランク４,
2735,ガンランク５,
2736,ガンランク６,
2737,ガンランク７,
2738,デュスノＦアーム,
2739,デュスノＦガード,
2740,ブリッツFXアーム,
2741,ブリッツFXグローブ,
2742,フレイムFXアーム,Brassards Flamme FX
2743,フレイムFXガード,Gardes Flamme FX
2744,ウィンドFXハトゥー,
2745,ウィンドFXマカーン,
2746,武者FX【篭手】,
2747,日光FX【篭手】,
2748,ワダツミFX【大袖】,
2749,オカミFX【大袖】,
2750,ラヴィHCアーム,Brassards Raviente HC
2751,ラヴィHCガード,Gardes Raviente HC
2752,エスピナHCファオスト,
2753,エスピナHCベギアデ,
2754,アクラHCアーム,Brassards Akura HC
2755,アクラHCガード,Gardes Akura HC
2756,アクラHCアーム黄,Brassards Akura HC jaunes
2757,アクラHCガード黄,Gardes Akura HC jaunes
2758,アクラHCアーム蒼,Brassards Akura HC azur
2759,アクラHCガード蒼,Gardes Akura HC azur
2760,アクラHCアーム紅,Brassards Akura HC cramoisis
2761,アクラHCガード紅,Gardes Akura HC cramoisies
2762,稲荷・HC【篭手】,
2763,玉藻・HC【篭手】,
2764,ベルHCアーム,Brassards Beru HC
2765,ベルHCガード,Gardes Beru HC
2766,パリアHCアーム,Brassards Paria HC
2767,パリアHCガード,Gardes Paria HC
2768,グレンHCアーム,Brassards Guren HC
2769,グレンHCガード,Gardes Guren HC
2770,神楽HC【篭手】,
2771,神座HC【篭手】,
2772,ゴゴHCアーム,Brassards Gogomoa HC
2773,ゴゴHCガード,Gardes Gogomoa HC
2774,ルコHCクロウ,
2775,ルコHCフィスト,
2776,ザムザHCアーム,Brassards Zamuza HC
2777,ザムザHCガード,Gardes Zamuza HC
2778,アビオHCアーム,Brassards Abiorugu HC
2779,アビオHCガード,Gardes Abiorugu HC
2780,クアルHCアーム,Brassards Kuaru HC
2781,クアルHCガード,Gardes Kuaru HC
2782,テクストHCアーム・紫,Brassards Texte HC violets
2783,テクストHCガード・紫,Gardes Texte HC violettes
2784,テクストHCアーム・緑,Brassards Texte HC verts
2785,テクストHCガード・緑,Gardes Texte HC vertes
2786,テクストHCアーム・青,Brassards Texte HC bleus
2787,テクストHCガード・青,Gardes Texte HC bleues
2788,テクストHCアーム・黒,Brassards Texte HC noirs
2789,テクストHCガード・黒,Gardes Texte HC noires
2790,スリートHCアーム・黄,Brassards Grésil HC jaunes
2791,スリートHCガード・黄,Gardes Grésil HC jaunes
2792,スリートHCアーム・銀,Brassards Grésil HC argentés
2793,スリートHCガード・銀,Gardes Grésil HC argentées
2794,スリートHCアーム・赤,Brassards Grésil HC rouges
2795,スリートHCガード・赤,Gardes Grésil HC rouges
2796,スリートHCアーム・青,Brassards Grésil HC bleus
2797,スリートHCガード・青,Gardes Grésil HC bleues
2798,ステノHCアーム・橙,Brassards Stheno HC orange
2799,ステノHCガード・橙,Gardes Stheno HC orange
2800,ステノHCアーム・桃,Brassards Stheno HC roses
2801,ステノHCガード・桃,Gardes Stheno HC roses
2802,ステノHCアーム・青,Brassards Stheno HC bleus
2803,ステノHCガード・青,Gardes Stheno HC bleues
2804,ステノHCアーム・赤,Brassards Stheno HC rouges
2805,ステノHCガード・赤,Gardes Stheno HC rouges
2806,レイジFZアーム,Brassards Rage FZ
2807,レイジHCアーム,Brassards Rage HC
2808,レイジFZガード,Gardes Rage FZ
2809,レイジHCガード,Gardes Rage HC
2810,ランページFZアーム,Brassards Déchaînement FZ
2811,ランページHCアーム,Brassards Déchaînement HC
2812,ランページFZガード,Gardes Déchaînement FZ
2813,ランページHCガード,Gardes Déchaînement HC
2814,ブレイズFZアーム,Brassards Brasier FZ
2815,ブレイズHCアーム,Brassards Brasier HC
2816,ブレイズFZガード,Gardes Brasier FZ
2817,ブレイズHCガード,Gardes Brasier HC
2818,アージェHCアーム,Brassards Arge HC
2819,アージェHCガード,Gardes Arge HC
2820,カマレラHCアーム,Brassards Camarera HC
2821,カマレラHCガード,Gardes Camarera HC
2822,メテネラHCアーム,Brassards Metenera HC
2823,メテネラHCガード,Gardes Metenera HC
2824,ファランFZアーム・白,Brassards Faran FZ blancs
2825,ファランHCアーム・白,Brassards Faran HC blancs
2826,ファランFZガード・白,Gardes Faran FZ blanches
2827,ファランHCガード・白,Gardes Faran HC blanches
2828,ファランFZアーム・黒,Brassards Faran FZ noirs
2829,ファランHCアーム・黒,Brassards Faran HC noirs
2830,ファランFZガード・黒,Gardes Faran FZ noires
2831,ファランHCガード・黒,Gardes Faran HC noires
2832,ファランFZアーム・赤,Brassards Faran FZ rouges
2833,ファランHCアーム・赤,Brassards Faran HC rouges
2834,ファランFZガード・赤,Gardes Faran FZ rouges
2835,ファランHCガード・赤,Gardes Faran HC rouges
2836,ファランFZアーム・青,Brassards Faran FZ bleus
2837,ファランHCアーム・青,Brassards Faran HC bleus
2838,ファランFZガード・青,Gardes Faran FZ bleues
2839,ファランHCガード・青,Gardes Faran HC bleues
2840,ゾデックHCアーム・青,Brassards Zodec HC bleus
2841,ゾデックHCガード・青,Gardes Zodec HC bleues
2842,ゾデックHCアーム・茶,Brassards Zodec HC bruns
2843,ゾデックHCガード・茶,Gardes Zodec HC brunes
2844,ゾデックHCアーム・緑,Brassards Zodec HC verts
2845,ゾデックHCガード・緑,Gardes Zodec HC vertes
2846,ゾデックHCアーム・桜,
2847,ゾデックHCガード・桜,
2848,ラヴィHSアーム,Brassards Raviente HS
2849,ラヴィHSガード,Gardes Raviente HS
2850,エスピナHSファオスト,
2851,エスピナHSベギアデ,
2852,アクラHSアーム,Brassards Akura HS
2853,アクラHSガード,Gardes Akura HS
2854,アクラHSアーム黄,Brassards Akura HS jaunes
2855,アクラHSガード黄,Gardes Akura HS jaunes
2856,アクラHSアーム蒼,Brassards Akura HS azur
2857,アクラHSガード蒼,Gardes Akura HS azur
2858,アクラHSアーム紅,Brassards Akura HS cramoisis
2859,アクラHSガード紅,Gardes Akura HS cramoisies
2860,稲荷・HS【篭手】,
2861,玉藻・HS【篭手】,
2862,ベルHSアーム,Brassards Beru HS
2863,ベルHSガード,Gardes Beru HS
2864,パリアHSアーム,Brassards Paria HS
2865,パリアHSガード,Gardes Paria HS
2866,グレンHSアーム,Brassards Guren HS
2867,グレンHSガード,Gardes Guren HS
2868,神楽HS【篭手】,
2869,神座HS【篭手】,
2870,ゴゴHSアーム,Brassards Gogomoa HS
2871,ゴゴHSガード,Gardes Gogomoa HS
2872,ルコHSクロウ,
2873,ルコHSフィスト,
2874,ザムザHSアーム,Brassards Zamuza HS
2875,ザムザHSガード,Gardes Zamuza HS
2876,アビオHSアーム,Brassards Abiorugu HS
2877,アビオHSガード,Gardes Abiorugu HS
2878,クアルHSアーム,Brassards Kuaru HS
2879,クアルHSガード,Gardes Kuaru HS
2880,リルスＦアーム,Brassards Lils F
2881,リルスＦガード,Gardes Lils F
2882,リルスFXアーム,Brassards Lils FX
2883,リルスFXガード,Gardes Lils FX
2884,ゾデックHSアーム・青,Brassards Zodec HS bleus
2885,ゾデックHSガード・青,Gardes Zodec HS bleues
2886,ゾデックHSアーム・茶,Brassards Zodec HS bruns
2887,ゾデックHSガード・茶,Gardes Zodec HS brunes
2888,ゾデックHSアーム・緑,Brassards Zodec HS verts
2889,ゾデックHSガード・緑,Gardes Zodec HS vertes
2890,ゾデックHSアーム・桜,
2891,ゾデックHSガード・桜,
2892,レイストHSアーム・黒,Brassards Reist HS noirs
2893,レイストHSガード・黒,Gardes Reist HS noires
2894,レイストHSアーム・青,Brassards Reist HS bleus
2895,レイストHSガード・青,Gardes Reist HS bleues
2896,レイストHSアーム・紅,Brassards Reist HS cramoisis
2897,レイストHSガード・紅,Gardes Reist HS cramoisies
2898,レイストHSアーム・白,Brassards Reist HS blancs
2899,レイストHSガード・白,Gardes Reist HS blanches
2900,クロースアーム・赤,Brassards Étoffe rouges
2901,クロースＦアーム・赤,Brassards Étoffe F rouges
2902,クロースFZアーム・赤,Brassards Étoffe FZ rouges
2903,クロースHCアーム・赤,Brassards Étoffe HC rouges
2904,クロースHSアーム・赤,Brassards Étoffe HS rouges
2905,クロースガード・赤,Gardes Étoffe rouges
2906,クロースＦガード・赤,Gardes Étoffe F rouges
2907,クロースFZガード・赤,Gardes Étoffe FZ rouges
2908,クロースHCガード・赤,Gardes Étoffe HC rouges
2909,クロースHSガード・赤,Gardes Étoffe HS rouges
2910,クロースアーム・青,Brassards Étoffe bleus
2911,クロースＦアーム・青,Brassards Étoffe F bleus
2912,クロースFZアーム・青,Brassards Étoffe FZ bleus
2913,クロースHCアーム・青,Brassards Étoffe HC bleus
2914,クロースHSアーム・青,Brassards Étoffe HS bleus
2915,クロースガード・青,Gardes Étoffe bleues
2916,クロースＦガード・青,Gardes Étoffe F bleues
2917,クロースFZガード・青,Gardes Étoffe FZ bleues
2918,クロースHCガード・青,Gardes Étoffe HC bleues
2919,クロースHSガード・青,Gardes Étoffe HS bleues
2920,クロースアーム・紫,Brassards Étoffe violets
2921,クロースＦアーム・紫,Brassards Étoffe F violets
2922,クロースFZアーム・紫,Brassards Étoffe FZ violets
2923,クロースHCアーム・紫,Brassards Étoffe HC violets
2924,クロースHSアーム・紫,Brassards Étoffe HS violets
2925,クロースガード・紫,Gardes Étoffe violettes
2926,クロースＦガード・紫,Gardes Étoffe F violettes
2927,クロースFZガード・紫,Gardes Étoffe FZ violettes
2928,クロースHCガード・紫,Gardes Étoffe HC violettes
2929,クロースHSガード・紫,Gardes Étoffe HS violettes
2930,クロースアーム・緑,Brassards Étoffe verts
2931,クロースＦアーム・緑,Brassards Étoffe F verts
2932,クロースFZアーム・緑,Brassards Étoffe FZ verts
2933,クロースHCアーム・緑,Brassards Étoffe HC verts
2934,クロースHSアーム・緑,Brassards Étoffe HS verts
2935,クロースガード・緑,Gardes Étoffe vertes
2936,クロースＦガード・緑,Gardes Étoffe F vertes
2937,クロースFZガード・緑,Gardes Étoffe FZ vertes
2938,クロースHCガード・緑,Gardes Étoffe HC vertes
2939,クロースHSガード・緑,Gardes Étoffe HS vertes
2940,一閃【篭手】・赤,
2941,一閃Ｆ【篭手】・赤,
2942,一閃FZ【篭手】・赤,
2943,一閃HC【篭手】・赤,
2944,一閃HS【篭手】・赤,
2945,構射【篭手】・赤,
2946,構射Ｆ【篭手】・赤,
